
Loaded txt
  0%|          | 0/10000 [00:00<?, ?it/s]
/home/sujaynair/RaCA-SOC-a-spectrum-analysis/RaCA-SOC-a/Step9/models.py:98: UserWarning: Implicit dimension choice for softmax has been deprecated. Change the call to include dim=X as an argument.
  ms = self.smax(y_mlp);
Epoch 0: Encoder Loss: 1.3207, Decoder Loss: 0.0245
Validation - Encoder Loss: 0.2224, Decoder Loss: 0.0240
Epoch 1: Encoder Loss: 0.1973, Decoder Loss: 0.0232
Validation - Encoder Loss: 0.1481, Decoder Loss: 0.0223
Epoch 2: Encoder Loss: 0.1500, Decoder Loss: 0.0215
Validation - Encoder Loss: 0.1314, Decoder Loss: 0.0206
Epoch 3: Encoder Loss: 0.1222, Decoder Loss: 0.0197
Validation - Encoder Loss: 0.1123, Decoder Loss: 0.0188
Epoch 4: Encoder Loss: 0.1041, Decoder Loss: 0.0179
Validation - Encoder Loss: 0.0978, Decoder Loss: 0.0169
Epoch 5: Encoder Loss: 0.0978, Decoder Loss: 0.0161
Validation - Encoder Loss: 0.0922, Decoder Loss: 0.0153
Epoch 6: Encoder Loss: 0.0867, Decoder Loss: 0.0144
Validation - Encoder Loss: 0.0780, Decoder Loss: 0.0135
Epoch 7: Encoder Loss: 0.0804, Decoder Loss: 0.0127
Validation - Encoder Loss: 0.0790, Decoder Loss: 0.0121
Epoch 8: Encoder Loss: 0.0750, Decoder Loss: 0.0113
Validation - Encoder Loss: 0.0760, Decoder Loss: 0.0107
Epoch 9: Encoder Loss: 0.0691, Decoder Loss: 0.0101
Validation - Encoder Loss: 0.0629, Decoder Loss: 0.0096
Epoch 10: Encoder Loss: 0.0645, Decoder Loss: 0.0090
Validation - Encoder Loss: 0.0684, Decoder Loss: 0.0085
Epoch 11: Encoder Loss: 0.0606, Decoder Loss: 0.0080
Validation - Encoder Loss: 0.0551, Decoder Loss: 0.0076
Epoch 12: Encoder Loss: 0.0577, Decoder Loss: 0.0072
Validation - Encoder Loss: 0.0537, Decoder Loss: 0.0069
Epoch 13: Encoder Loss: 0.0525, Decoder Loss: 0.0064
Validation - Encoder Loss: 0.0504, Decoder Loss: 0.0061
Epoch 14: Encoder Loss: 0.0526, Decoder Loss: 0.0058
Validation - Encoder Loss: 0.0486, Decoder Loss: 0.0055
Epoch 15: Encoder Loss: 0.0486, Decoder Loss: 0.0052
Validation - Encoder Loss: 0.0455, Decoder Loss: 0.0049
Epoch 16: Encoder Loss: 0.0481, Decoder Loss: 0.0047
Validation - Encoder Loss: 0.0541, Decoder Loss: 0.0045
Epoch 17: Encoder Loss: 0.0444, Decoder Loss: 0.0042
Validation - Encoder Loss: 0.0437, Decoder Loss: 0.0041
Epoch 18: Encoder Loss: 0.0427, Decoder Loss: 0.0038
Validation - Encoder Loss: 0.0405, Decoder Loss: 0.0037
Epoch 19: Encoder Loss: 0.0427, Decoder Loss: 0.0035
Validation - Encoder Loss: 0.0410, Decoder Loss: 0.0033
Epoch 20: Encoder Loss: 0.0400, Decoder Loss: 0.0032
Validation - Encoder Loss: 0.0476, Decoder Loss: 0.0030
Epoch 21: Encoder Loss: 0.0393, Decoder Loss: 0.0029
Validation - Encoder Loss: 0.0393, Decoder Loss: 0.0027
Epoch 22: Encoder Loss: 0.0382, Decoder Loss: 0.0026
Validation - Encoder Loss: 0.0352, Decoder Loss: 0.0025
Epoch 23: Encoder Loss: 0.0367, Decoder Loss: 0.0024
Validation - Encoder Loss: 0.0383, Decoder Loss: 0.0023
Epoch 24: Encoder Loss: 0.0361, Decoder Loss: 0.0022
Validation - Encoder Loss: 0.0346, Decoder Loss: 0.0021
Epoch 25: Encoder Loss: 0.0349, Decoder Loss: 0.0020
Validation - Encoder Loss: 0.0395, Decoder Loss: 0.0019
Epoch 26: Encoder Loss: 0.0343, Decoder Loss: 0.0018
Validation - Encoder Loss: 0.0329, Decoder Loss: 0.0018
Epoch 27: Encoder Loss: 0.0326, Decoder Loss: 0.0017
Validation - Encoder Loss: 0.0371, Decoder Loss: 0.0016
Epoch 28: Encoder Loss: 0.0336, Decoder Loss: 0.0015
Validation - Encoder Loss: 0.0362, Decoder Loss: 0.0015
Epoch 29: Encoder Loss: 0.0334, Decoder Loss: 0.0014
Validation - Encoder Loss: 0.0297, Decoder Loss: 0.0014
Epoch 30: Encoder Loss: 0.0314, Decoder Loss: 0.0013
Validation - Encoder Loss: 0.0307, Decoder Loss: 0.0013
Epoch 31: Encoder Loss: 0.0310, Decoder Loss: 0.0012
Validation - Encoder Loss: 0.0301, Decoder Loss: 0.0012
Epoch 32: Encoder Loss: 0.0302, Decoder Loss: 0.0011
Validation - Encoder Loss: 0.0293, Decoder Loss: 0.0011
Epoch 33: Encoder Loss: 0.0296, Decoder Loss: 0.0011
Validation - Encoder Loss: 0.0285, Decoder Loss: 0.0010
Epoch 34: Encoder Loss: 0.0291, Decoder Loss: 0.0010
Validation - Encoder Loss: 0.0332, Decoder Loss: 0.0010
Epoch 35: Encoder Loss: 0.0296, Decoder Loss: 0.0009
Validation - Encoder Loss: 0.0281, Decoder Loss: 0.0009
Epoch 36: Encoder Loss: 0.0283, Decoder Loss: 0.0009
Validation - Encoder Loss: 0.0275, Decoder Loss: 0.0008
Epoch 37: Encoder Loss: 0.0284, Decoder Loss: 0.0008
Validation - Encoder Loss: 0.0262, Decoder Loss: 0.0008
Epoch 38: Encoder Loss: 0.0282, Decoder Loss: 0.0008
Validation - Encoder Loss: 0.0315, Decoder Loss: 0.0007
Epoch 39: Encoder Loss: 0.0266, Decoder Loss: 0.0007
Validation - Encoder Loss: 0.0283, Decoder Loss: 0.0007
Epoch 40: Encoder Loss: 0.0273, Decoder Loss: 0.0007
Validation - Encoder Loss: 0.0317, Decoder Loss: 0.0007
Epoch 41: Encoder Loss: 0.0282, Decoder Loss: 0.0006
Validation - Encoder Loss: 0.0271, Decoder Loss: 0.0006
Epoch 42: Encoder Loss: 0.0285, Decoder Loss: 0.0006
Validation - Encoder Loss: 0.0257, Decoder Loss: 0.0006
Epoch 43: Encoder Loss: 0.0267, Decoder Loss: 0.0006
Validation - Encoder Loss: 0.0258, Decoder Loss: 0.0006
Epoch 44: Encoder Loss: 0.0256, Decoder Loss: 0.0006
Validation - Encoder Loss: 0.0251, Decoder Loss: 0.0006
Epoch 45: Encoder Loss: 0.0262, Decoder Loss: 0.0005
Validation - Encoder Loss: 0.0243, Decoder Loss: 0.0005
Epoch 46: Encoder Loss: 0.0248, Decoder Loss: 0.0005
Validation - Encoder Loss: 0.0249, Decoder Loss: 0.0005
Epoch 47: Encoder Loss: 0.0252, Decoder Loss: 0.0005
Validation - Encoder Loss: 0.0293, Decoder Loss: 0.0005
Epoch 48: Encoder Loss: 0.0251, Decoder Loss: 0.0005
Validation - Encoder Loss: 0.0263, Decoder Loss: 0.0005
Epoch 49: Encoder Loss: 0.0251, Decoder Loss: 0.0004
Validation - Encoder Loss: 0.0289, Decoder Loss: 0.0004
Epoch 50: Encoder Loss: 0.0255, Decoder Loss: 0.0004
Validation - Encoder Loss: 0.0240, Decoder Loss: 0.0004
Epoch 51: Encoder Loss: 0.0245, Decoder Loss: 0.0004
Validation - Encoder Loss: 0.0262, Decoder Loss: 0.0004
Epoch 52: Encoder Loss: 0.0234, Decoder Loss: 0.0004
Validation - Encoder Loss: 0.0305, Decoder Loss: 0.0004
Epoch 53: Encoder Loss: 0.0237, Decoder Loss: 0.0004
Validation - Encoder Loss: 0.0220, Decoder Loss: 0.0004
Epoch 54: Encoder Loss: 0.0235, Decoder Loss: 0.0004
Validation - Encoder Loss: 0.0226, Decoder Loss: 0.0004
Epoch 55: Encoder Loss: 0.0225, Decoder Loss: 0.0004
Validation - Encoder Loss: 0.0212, Decoder Loss: 0.0003
Epoch 56: Encoder Loss: 0.0235, Decoder Loss: 0.0003
Validation - Encoder Loss: 0.0222, Decoder Loss: 0.0003
Epoch 57: Encoder Loss: 0.0225, Decoder Loss: 0.0003
Validation - Encoder Loss: 0.0221, Decoder Loss: 0.0003
Epoch 58: Encoder Loss: 0.0236, Decoder Loss: 0.0003
Validation - Encoder Loss: 0.0245, Decoder Loss: 0.0003
Epoch 59: Encoder Loss: 0.0238, Decoder Loss: 0.0003
Validation - Encoder Loss: 0.0230, Decoder Loss: 0.0003
Epoch 60: Encoder Loss: 0.0225, Decoder Loss: 0.0003
Validation - Encoder Loss: 0.0217, Decoder Loss: 0.0003
Epoch 61: Encoder Loss: 0.0228, Decoder Loss: 0.0003
Validation - Encoder Loss: 0.0208, Decoder Loss: 0.0003
Epoch 62: Encoder Loss: 0.0223, Decoder Loss: 0.0002
Validation - Encoder Loss: 0.0210, Decoder Loss: 0.0002
Epoch 63: Encoder Loss: 0.0219, Decoder Loss: 0.0002
Validation - Encoder Loss: 0.0207, Decoder Loss: 0.0002
Epoch 64: Encoder Loss: 0.0217, Decoder Loss: 0.0002
Validation - Encoder Loss: 0.0207, Decoder Loss: 0.0002
Epoch 65: Encoder Loss: 0.0224, Decoder Loss: 0.0002
Validation - Encoder Loss: 0.0211, Decoder Loss: 0.0002
Epoch 66: Encoder Loss: 0.0220, Decoder Loss: 0.0002
Validation - Encoder Loss: 0.0207, Decoder Loss: 0.0002
Epoch 67: Encoder Loss: 0.0214, Decoder Loss: 0.0002
Validation - Encoder Loss: 0.0212, Decoder Loss: 0.0002
Epoch 68: Encoder Loss: 0.0219, Decoder Loss: 0.0002
Validation - Encoder Loss: 0.0202, Decoder Loss: 0.0002
Epoch 69: Encoder Loss: 0.0213, Decoder Loss: 0.0002
Validation - Encoder Loss: 0.0205, Decoder Loss: 0.0002
Epoch 70: Encoder Loss: 0.0206, Decoder Loss: 0.0002
Validation - Encoder Loss: 0.0215, Decoder Loss: 0.0002
Epoch 71: Encoder Loss: 0.0213, Decoder Loss: 0.0002
Validation - Encoder Loss: 0.0215, Decoder Loss: 0.0002
Epoch 72: Encoder Loss: 0.0210, Decoder Loss: 0.0002
Validation - Encoder Loss: 0.0197, Decoder Loss: 0.0002
Epoch 73: Encoder Loss: 0.0204, Decoder Loss: 0.0001
Validation - Encoder Loss: 0.0209, Decoder Loss: 0.0001
Epoch 74: Encoder Loss: 0.0201, Decoder Loss: 0.0001
Validation - Encoder Loss: 0.0186, Decoder Loss: 0.0001
Epoch 75: Encoder Loss: 0.0206, Decoder Loss: 0.0001
Validation - Encoder Loss: 0.0210, Decoder Loss: 0.0001
Epoch 76: Encoder Loss: 0.0196, Decoder Loss: 0.0001
Validation - Encoder Loss: 0.0185, Decoder Loss: 0.0001
Epoch 77: Encoder Loss: 0.0205, Decoder Loss: 0.0001
Validation - Encoder Loss: 0.0215, Decoder Loss: 0.0001
Epoch 78: Encoder Loss: 0.0200, Decoder Loss: 0.0001
Validation - Encoder Loss: 0.0190, Decoder Loss: 0.0001
Epoch 79: Encoder Loss: 0.0200, Decoder Loss: 0.0001
Validation - Encoder Loss: 0.0192, Decoder Loss: 0.0001
