2023-10-17 00:03:30,270 INFO    StreamThr :62712 [internal.py:wandb_internal():86] W&B internal server running at pid: 62712, started at: 2023-10-17 00:03:30.269716
2023-10-17 00:03:30,270 DEBUG   HandlerThread:62712 [handler.py:handle_request():144] handle_request: status
2023-10-17 00:03:30,271 INFO    WriterThread:62712 [datastore.py:open_for_write():85] open: /home/sujaynair/RaCA-SOC-a-spectrum-analysis/RaCA-SOC-a/Step9/wandb/run-20231017_000330-4jbnbk9j/run-4jbnbk9j.wandb
2023-10-17 00:03:30,272 DEBUG   SenderThread:62712 [sender.py:send():379] send: header
2023-10-17 00:03:30,273 DEBUG   SenderThread:62712 [sender.py:send():379] send: run
2023-10-17 00:03:30,601 INFO    SenderThread:62712 [dir_watcher.py:__init__():211] watching files in: /home/sujaynair/RaCA-SOC-a-spectrum-analysis/RaCA-SOC-a/Step9/wandb/run-20231017_000330-4jbnbk9j/files
2023-10-17 00:03:30,601 INFO    SenderThread:62712 [sender.py:_start_run_threads():1121] run started: 4jbnbk9j with start time 1697515410.269618
2023-10-17 00:03:30,607 DEBUG   HandlerThread:62712 [handler.py:handle_request():144] handle_request: check_version
2023-10-17 00:03:30,607 DEBUG   SenderThread:62712 [sender.py:send_request():406] send_request: check_version
2023-10-17 00:03:30,759 DEBUG   HandlerThread:62712 [handler.py:handle_request():144] handle_request: run_start
2023-10-17 00:03:30,764 DEBUG   HandlerThread:62712 [system_info.py:__init__():32] System info init
2023-10-17 00:03:30,764 DEBUG   HandlerThread:62712 [system_info.py:__init__():47] System info init done
2023-10-17 00:03:30,764 INFO    HandlerThread:62712 [system_monitor.py:start():181] Starting system monitor
2023-10-17 00:03:30,764 INFO    SystemMonitor:62712 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-10-17 00:03:30,764 INFO    HandlerThread:62712 [system_monitor.py:probe():201] Collecting system info
2023-10-17 00:03:30,765 INFO    SystemMonitor:62712 [interfaces.py:start():190] Started cpu monitoring
2023-10-17 00:03:30,765 INFO    SystemMonitor:62712 [interfaces.py:start():190] Started disk monitoring
2023-10-17 00:03:30,765 INFO    SystemMonitor:62712 [interfaces.py:start():190] Started gpu monitoring
2023-10-17 00:03:30,766 INFO    SystemMonitor:62712 [interfaces.py:start():190] Started memory monitoring
2023-10-17 00:03:30,766 INFO    SystemMonitor:62712 [interfaces.py:start():190] Started network monitoring
2023-10-17 00:03:30,796 DEBUG   HandlerThread:62712 [system_info.py:probe():196] Probing system
2023-10-17 00:03:30,797 DEBUG   HandlerThread:62712 [system_info.py:_probe_git():181] Probing git
2023-10-17 00:03:30,801 DEBUG   HandlerThread:62712 [system_info.py:_probe_git():189] Probing git done
2023-10-17 00:03:30,801 DEBUG   HandlerThread:62712 [system_info.py:probe():244] Probing system done
