2023-10-16 23:59:50,086 INFO    StreamThr :61984 [internal.py:wandb_internal():86] W&B internal server running at pid: 61984, started at: 2023-10-16 23:59:50.086193
2023-10-16 23:59:50,087 DEBUG   HandlerThread:61984 [handler.py:handle_request():144] handle_request: status
2023-10-16 23:59:50,088 INFO    WriterThread:61984 [datastore.py:open_for_write():85] open: /home/sujaynair/RaCA-SOC-a-spectrum-analysis/RaCA-SOC-a/Step9/wandb/run-20231016_235950-3midmcnq/run-3midmcnq.wandb
2023-10-16 23:59:50,089 DEBUG   SenderThread:61984 [sender.py:send():379] send: header
2023-10-16 23:59:50,089 DEBUG   SenderThread:61984 [sender.py:send():379] send: run
2023-10-16 23:59:50,436 INFO    SenderThread:61984 [dir_watcher.py:__init__():211] watching files in: /home/sujaynair/RaCA-SOC-a-spectrum-analysis/RaCA-SOC-a/Step9/wandb/run-20231016_235950-3midmcnq/files
2023-10-16 23:59:50,436 INFO    SenderThread:61984 [sender.py:_start_run_threads():1121] run started: 3midmcnq with start time 1697515190.086041
2023-10-16 23:59:50,442 DEBUG   HandlerThread:61984 [handler.py:handle_request():144] handle_request: check_version
2023-10-16 23:59:50,442 DEBUG   SenderThread:61984 [sender.py:send_request():406] send_request: check_version
2023-10-16 23:59:50,575 DEBUG   HandlerThread:61984 [handler.py:handle_request():144] handle_request: run_start
2023-10-16 23:59:50,579 DEBUG   HandlerThread:61984 [system_info.py:__init__():32] System info init
2023-10-16 23:59:50,579 DEBUG   HandlerThread:61984 [system_info.py:__init__():47] System info init done
2023-10-16 23:59:50,579 INFO    HandlerThread:61984 [system_monitor.py:start():181] Starting system monitor
2023-10-16 23:59:50,579 INFO    SystemMonitor:61984 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-10-16 23:59:50,580 INFO    HandlerThread:61984 [system_monitor.py:probe():201] Collecting system info
2023-10-16 23:59:50,580 INFO    SystemMonitor:61984 [interfaces.py:start():190] Started cpu monitoring
2023-10-16 23:59:50,581 INFO    SystemMonitor:61984 [interfaces.py:start():190] Started disk monitoring
2023-10-16 23:59:50,581 INFO    SystemMonitor:61984 [interfaces.py:start():190] Started gpu monitoring
2023-10-16 23:59:50,582 INFO    SystemMonitor:61984 [interfaces.py:start():190] Started memory monitoring
2023-10-16 23:59:50,582 INFO    SystemMonitor:61984 [interfaces.py:start():190] Started network monitoring
2023-10-16 23:59:50,610 DEBUG   HandlerThread:61984 [system_info.py:probe():196] Probing system
2023-10-16 23:59:50,611 DEBUG   HandlerThread:61984 [system_info.py:_probe_git():181] Probing git
2023-10-16 23:59:50,614 DEBUG   HandlerThread:61984 [system_info.py:_probe_git():189] Probing git done
2023-10-16 23:59:50,614 DEBUG   HandlerThread:61984 [system_info.py:probe():244] Probing system done
2023-10-16 23:59:50,614 DEBUG   HandlerThread:61984 [system_monitor.py:probe():210] {'os': 'Linux-5.15.0-57-generic-x86_64-with-glibc2.35', 'python': '3.10.12', 'heartbeatAt': '2023-10-17T03:59:50.610277', 'startedAt': '2023-10-17T03:59:50.083649', 'docker': None, 'cuda': None, 'args': ('r', '10000', '0.2', '32'), 'state': 'running', 'program': '/home/sujaynair/RaCA-SOC-a-spectrum-analysis/RaCA-SOC-a/Step9/updatedTrain.py', 'codePathLocal': 'updatedTrain.py', 'codePath': 'RaCA-SOC-a/Step9/updatedTrain.py', 'git': {'remote': 'https://github.com/eacoleman/RaCA-SOC-a-spectrum-analysis.git', 'commit': 'bd1dd298265d54d3c172b79d49e8bc4945c90779'}, 'email': 'sujaynair03@gmail.com', 'root': '/home/sujaynair/RaCA-SOC-a-spectrum-analysis', 'host': 'glasswing', 'username': 'sujaynair', 'executable': '/usr/bin/python3', 'cpu_count': 16, 'cpu_count_logical': 32, 'cpu_freq': {'current': 472.4335625, 'min': 400.0, 'max': 5881.0}, 'cpu_freq_per_core': [{'current': 400.0, 'min': 400.0, 'max': 5881.0}, {'current': 400.0, 'min': 400.0, 'max': 5881.0}, {'current': 400.0, 'min': 400.0, 'max': 5881.0}, {'current': 400.0, 'min': 400.0, 'max': 5881.0}, {'current': 400.0, 'min': 400.0, 'max': 5881.0}, {'current': 400.0, 'min': 400.0, 'max': 5881.0}, {'current': 400.0, 'min': 400.0, 'max': 5881.0}, {'current': 400.0, 'min': 400.0, 'max': 5881.0}, {'current': 400.0, 'min': 400.0, 'max': 5881.0}, {'current': 400.0, 'min': 400.0, 'max': 5881.0}, {'current': 400.0, 'min': 400.0, 'max': 5881.0}, {'current': 400.0, 'min': 400.0, 'max': 5881.0}, {'current': 400.0, 'min': 400.0, 'max': 5881.0}, {'current': 400.0, 'min': 400.0, 'max': 5881.0}, {'current': 400.0, 'min': 400.0, 'max': 5881.0}, {'current': 400.0, 'min': 400.0, 'max': 5881.0}, {'current': 2687.549, 'min': 400.0, 'max': 5881.0}, {'current': 400.0, 'min': 400.0, 'max': 5881.0}, {'current': 400.0, 'min': 400.0, 'max': 5881.0}, {'current': 400.0, 'min': 400.0, 'max': 5881.0}, {'current': 400.0, 'min': 400.0, 'max': 5881.0}, {'current': 400.0, 'min': 400.0, 'max': 5881.0}, {'current': 400.0, 'min': 400.0, 'max': 5881.0}, {'current': 400.0, 'min': 400.0, 'max': 5881.0}, {'current': 400.0, 'min': 400.0, 'max': 5881.0}, {'current': 400.0, 'min': 400.0, 'max': 5881.0}, {'current': 400.0, 'min': 400.0, 'max': 5881.0}, {'current': 400.0, 'min': 400.0, 'max': 5881.0}, {'current': 400.0, 'min': 400.0, 'max': 5881.0}, {'current': 400.0, 'min': 400.0, 'max': 5881.0}, {'current': 400.0, 'min': 400.0, 'max': 5881.0}, {'current': 400.0, 'min': 400.0, 'max': 5881.0}], 'disk': {'/': {'total': 915.3232879638672, 'used': 351.9700164794922}}, 'gpu': 'NVIDIA GeForce RTX 4090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}], 'memory': {'total': 124.96323776245117}}
2023-10-16 23:59:50,614 INFO    HandlerThread:61984 [system_monitor.py:probe():211] Finished collecting system info
2023-10-16 23:59:50,614 INFO    HandlerThread:61984 [system_monitor.py:probe():214] Publishing system info
2023-10-16 23:59:50,614 DEBUG   HandlerThread:61984 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-10-16 23:59:50,615 DEBUG   HandlerThread:61984 [system_info.py:_save_pip():68] Saving pip packages done
2023-10-16 23:59:50,615 INFO    HandlerThread:61984 [system_monitor.py:probe():216] Finished publishing system info
2023-10-16 23:59:50,616 DEBUG   SenderThread:61984 [sender.py:send():379] send: files
2023-10-16 23:59:50,616 INFO    SenderThread:61984 [sender.py:_save_file():1375] saving file wandb-metadata.json with policy now
2023-10-16 23:59:50,619 DEBUG   HandlerThread:61984 [handler.py:handle_request():144] handle_request: stop_status
2023-10-16 23:59:50,620 DEBUG   SenderThread:61984 [sender.py:send_request():406] send_request: stop_status
2023-10-16 23:59:50,620 DEBUG   HandlerThread:61984 [handler.py:handle_request():144] handle_request: internal_messages
2023-10-16 23:59:50,892 DEBUG   SenderThread:61984 [sender.py:send():379] send: telemetry
2023-10-16 23:59:51,058 INFO    wandb-upload_0:61984 [upload_job.py:push():131] Uploaded file /tmp/tmpoju83ry1wandb/93nfdatp-wandb-metadata.json
2023-10-16 23:59:51,437 INFO    Thread-12 :61984 [dir_watcher.py:_on_file_created():271] file/dir created: /home/sujaynair/RaCA-SOC-a-spectrum-analysis/RaCA-SOC-a/Step9/wandb/run-20231016_235950-3midmcnq/files/requirements.txt
2023-10-16 23:59:51,445 INFO    Thread-12 :61984 [dir_watcher.py:_on_file_created():271] file/dir created: /home/sujaynair/RaCA-SOC-a-spectrum-analysis/RaCA-SOC-a/Step9/wandb/run-20231016_235950-3midmcnq/files/wandb-metadata.json
2023-10-16 23:59:55,893 DEBUG   HandlerThread:61984 [handler.py:handle_request():144] handle_request: status_report
2023-10-17 00:00:00,893 DEBUG   HandlerThread:61984 [handler.py:handle_request():144] handle_request: status_report
2023-10-17 00:00:05,894 DEBUG   HandlerThread:61984 [handler.py:handle_request():144] handle_request: status_report
2023-10-17 00:00:10,895 DEBUG   HandlerThread:61984 [handler.py:handle_request():144] handle_request: status_report
2023-10-17 00:00:15,895 DEBUG   HandlerThread:61984 [handler.py:handle_request():144] handle_request: status_report
2023-10-17 00:00:18,291 DEBUG   HandlerThread:61984 [handler.py:handle_request():144] handle_request: internal_messages
2023-10-17 00:00:18,325 DEBUG   HandlerThread:61984 [handler.py:handle_request():144] handle_request: stop_status
2023-10-17 00:00:18,325 DEBUG   SenderThread:61984 [sender.py:send_request():406] send_request: stop_status
2023-10-17 00:00:19,442 INFO    Thread-12 :61984 [dir_watcher.py:_on_file_created():271] file/dir created: /home/sujaynair/RaCA-SOC-a-spectrum-analysis/RaCA-SOC-a/Step9/wandb/run-20231016_235950-3midmcnq/files/output.log
2023-10-17 00:00:21,442 INFO    Thread-12 :61984 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/sujaynair/RaCA-SOC-a-spectrum-analysis/RaCA-SOC-a/Step9/wandb/run-20231016_235950-3midmcnq/files/output.log
2023-10-17 00:00:21,491 DEBUG   HandlerThread:61984 [handler.py:handle_request():144] handle_request: status_report
2023-10-17 00:00:22,442 INFO    Thread-12 :61984 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/sujaynair/RaCA-SOC-a-spectrum-analysis/RaCA-SOC-a/Step9/wandb/run-20231016_235950-3midmcnq/files/config.yaml
2023-10-17 00:00:26,601 DEBUG   HandlerThread:61984 [handler.py:handle_request():144] handle_request: status_report
2023-10-17 00:00:31,602 DEBUG   HandlerThread:61984 [handler.py:handle_request():144] handle_request: status_report
2023-10-17 00:00:36,602 DEBUG   HandlerThread:61984 [handler.py:handle_request():144] handle_request: status_report
2023-10-17 00:00:40,656 DEBUG   HandlerThread:61984 [handler.py:handle_request():144] handle_request: internal_messages
2023-10-17 00:00:40,656 DEBUG   HandlerThread:61984 [handler.py:handle_request():144] handle_request: stop_status
2023-10-17 00:00:40,656 DEBUG   SenderThread:61984 [sender.py:send_request():406] send_request: stop_status
2023-10-17 00:00:40,783 DEBUG   HandlerThread:61984 [handler.py:handle_request():144] handle_request: stop_status
2023-10-17 00:00:40,783 DEBUG   SenderThread:61984 [sender.py:send_request():406] send_request: stop_status
2023-10-17 00:00:41,938 DEBUG   HandlerThread:61984 [handler.py:handle_request():144] handle_request: status_report
2023-10-17 00:00:46,938 DEBUG   HandlerThread:61984 [handler.py:handle_request():144] handle_request: status_report
